,Class,Largest Spot Size,Spot Distribution,Activity,Evolution,24 hour flare activity,Historically-complex,Did region become historically complex on this pass across the sun's disk,Area,Area of the largest spot,Had flare
465,7,5,1,1,3,1,1,1,1,1,0
466,2,1,2,1,3,1,1,2,1,1,0
467,7,3,1,1,2,1,1,1,1,1,1
468,2,1,2,1,3,1,1,2,1,1,0
469,3,2,2,1,2,1,1,2,1,1,1
470,4,2,2,1,2,1,1,2,1,1,0
471,5,3,2,1,2,1,2,2,1,1,0
472,3,3,2,2,2,1,1,2,1,1,0
473,5,3,2,1,3,1,1,2,1,1,0
474,3,5,2,1,3,1,1,2,1,1,0
475,2,1,2,1,1,1,1,2,1,1,0
476,7,3,1,1,2,1,1,1,1,1,0
477,2,1,2,1,3,1,1,2,1,1,0
478,5,2,4,2,3,1,1,2,1,1,0
479,4,2,3,1,3,1,1,2,1,1,0
480,7,3,1,1,1,1,2,2,1,1,0
481,3,3,2,1,2,1,1,2,1,1,0
482,5,3,2,1,2,1,1,2,1,1,1
483,3,6,2,1,2,1,1,2,1,1,1
484,7,3,1,2,2,1,1,1,1,1,0
485,2,1,2,1,2,1,1,2,1,1,0
486,5,6,4,1,3,1,2,2,1,1,1
487,5,4,3,1,3,1,2,2,1,1,0
488,3,2,2,1,3,1,1,2,1,1,0
489,7,2,1,1,1,1,2,2,1,1,0
490,7,3,1,1,2,1,1,2,1,1,0
491,5,3,2,1,2,1,1,2,1,1,0
492,3,3,2,1,3,1,1,2,1,1,0
493,7,3,1,1,2,1,1,1,1,1,0
494,5,6,4,1,3,1,2,2,2,1,1
495,5,2,2,1,3,1,2,2,2,1,0
496,7,3,1,1,3,1,1,1,1,1,0
497,7,3,1,1,1,1,1,2,1,1,0
498,4,3,2,2,2,1,1,2,1,1,0
499,3,3,2,2,1,1,1,2,1,1,0
500,7,3,1,1,1,1,1,1,1,1,0
501,2,1,2,1,3,1,1,2,1,1,0
502,5,4,4,2,1,3,2,2,1,1,1
503,5,4,2,1,1,1,2,2,1,1,1
504,7,2,1,1,3,1,1,2,1,1,0
505,7,3,1,1,2,1,1,1,1,1,0
506,7,3,1,1,2,1,1,1,1,1,0
507,7,3,1,1,3,1,1,2,1,1,0
508,7,3,1,1,3,1,1,2,1,1,1
509,7,5,1,1,3,1,1,2,1,1,0
510,7,3,1,1,3,1,1,1,1,1,0
511,6,6,4,2,3,3,2,2,2,1,1
512,5,4,2,2,2,1,2,2,1,1,1
513,4,3,2,1,3,1,1,2,1,1,1
514,7,3,1,1,3,1,1,1,1,1,0
515,3,3,2,1,3,1,1,2,1,1,0
516,7,3,1,1,2,1,1,2,1,1,0
517,7,3,1,1,2,1,1,2,1,1,0
518,3,5,2,1,3,1,1,2,1,1,1
519,2,1,2,1,1,1,1,2,1,1,0
520,6,6,4,2,3,1,2,2,2,1,0
521,5,4,2,2,2,1,2,2,1,1,0
522,4,3,3,1,3,1,1,2,1,1,0
523,7,3,1,1,3,1,1,1,1,1,0
524,3,2,3,1,3,1,1,2,1,1,0
525,4,4,2,1,3,1,1,2,1,1,1
526,7,3,1,1,2,1,1,2,1,1,0
527,3,3,2,2,3,1,1,2,1,1,1
528,3,3,2,1,2,1,1,2,1,1,0
529,6,6,3,2,2,1,2,2,2,1,1
530,5,2,2,2,2,1,2,2,1,1,0
531,3,2,3,1,3,1,1,2,1,1,0
532,4,2,2,1,3,1,1,2,1,1,0
533,4,4,3,1,3,1,1,2,1,1,1
534,4,3,2,1,3,1,1,2,1,1,1
535,3,3,2,1,3,1,1,2,1,1,0
536,7,3,1,1,1,1,1,2,1,1,0
537,7,3,1,2,2,1,1,2,1,1,0
538,6,4,3,1,2,1,2,2,1,1,1
539,3,2,3,1,3,1,1,2,1,1,1
540,4,3,2,1,3,1,1,2,1,1,0
541,3,3,3,2,2,1,2,2,1,1,0
542,4,4,2,2,3,1,1,2,1,1,0
543,3,3,2,1,2,1,1,2,1,1,1
544,7,3,1,1,2,1,1,2,1,1,0
545,7,3,1,1,3,1,1,2,1,1,0
546,6,4,3,2,2,1,2,2,1,1,1
547,4,2,3,2,2,1,1,2,1,1,0
548,4,4,3,1,3,1,1,2,1,1,0
549,4,4,2,2,2,3,2,2,1,1,0
550,4,4,2,1,2,1,1,2,1,1,0
551,4,2,2,1,3,1,1,2,1,1,1
552,7,3,1,1,2,1,1,2,1,1,0
553,7,3,1,1,2,1,1,2,1,1,0
554,6,6,3,2,3,1,2,2,2,1,1
555,4,4,3,1,2,1,2,2,1,1,0
556,4,4,3,1,3,1,2,2,1,1,0
557,2,1,3,1,2,1,2,2,1,1,1
558,4,4,2,1,3,1,1,2,1,1,0
559,4,4,2,2,3,1,1,2,1,1,0
560,3,2,2,1,3,1,1,2,1,1,0
561,2,1,2,1,3,1,1,2,1,1,1
562,2,1,2,1,2,1,1,2,1,1,0
563,7,3,1,1,3,1,1,2,1,1,0
564,7,3,1,1,2,1,1,2,1,1,0
565,6,6,3,2,2,3,2,2,1,1,0
566,4,2,4,1,3,1,2,2,1,1,1
567,4,4,3,1,2,1,2,2,1,1,0
568,7,3,1,1,1,1,2,2,1,1,0
569,4,4,2,1,2,1,1,2,1,1,0
570,4,4,2,2,3,1,1,2,1,1,0
571,4,2,2,1,2,1,1,2,1,1,0
572,2,1,2,1,2,1,1,2,1,1,0
573,3,2,2,1,2,1,1,2,1,1,0
574,2,1,3,1,3,1,1,2,1,1,0
575,7,2,1,1,2,1,1,1,1,1,0
576,7,3,1,1,2,1,1,1,1,1,0
577,6,3,2,1,1,1,2,2,1,1,0
578,4,2,3,2,2,1,2,2,1,1,0
579,3,2,2,1,2,1,2,2,1,1,1
580,7,4,1,2,3,2,2,2,1,1,0
581,7,4,1,1,2,1,1,2,1,1,0
582,4,4,3,1,2,1,1,2,1,1,0
583,7,3,1,1,1,1,1,2,1,1,0
584,4,2,2,1,3,1,1,2,1,1,0
585,4,2,2,1,3,1,1,2,1,1,0
586,3,2,2,1,3,1,1,2,1,1,0
587,7,3,1,1,2,1,2,1,1,1,0
588,3,2,2,1,3,1,1,2,1,1,0
589,4,2,2,1,3,1,1,2,1,1,0
590,3,2,2,1,1,1,2,2,1,1,0
591,7,3,1,1,2,1,2,2,1,1,0
592,7,4,1,1,3,1,1,2,1,1,0
593,4,3,3,1,2,1,2,2,1,1,1
594,2,1,2,1,3,1,1,2,1,1,0
595,2,1,3,1,3,1,1,2,1,1,0
596,4,3,3,1,3,1,1,2,1,1,0
597,7,2,1,1,3,1,1,2,1,1,0
598,7,4,1,1,2,1,2,1,1,1,0
599,7,2,1,1,2,1,1,2,1,1,0
600,2,1,2,1,3,1,1,2,1,1,0
601,2,1,2,1,3,1,1,2,1,1,0
602,2,1,2,1,3,1,1,2,1,1,0
603,3,3,2,1,2,1,2,2,1,1,0
604,2,1,2,2,1,1,2,2,1,1,0
605,7,2,1,1,2,1,2,2,1,1,0
606,4,2,2,1,1,1,1,2,1,1,0
607,4,3,2,1,2,1,2,2,1,1,0
608,2,1,2,1,2,1,1,2,1,1,0
609,3,2,2,1,1,1,1,2,1,1,0
610,3,2,2,1,2,1,2,2,1,1,0
611,3,2,2,1,3,1,1,2,1,1,0
612,3,4,2,1,3,1,2,2,1,1,0
613,7,3,1,1,3,1,1,2,1,1,0
614,3,2,2,1,3,1,1,2,1,1,0
615,7,2,1,1,1,1,1,2,1,1,0
616,3,2,3,1,3,1,1,2,1,1,1
617,4,4,2,1,3,1,2,2,1,1,0
618,2,1,2,1,3,1,1,2,1,1,0
619,7,2,1,1,3,1,1,2,1,1,0
620,3,3,2,2,2,3,2,2,1,1,1
621,7,2,1,1,3,1,1,2,1,1,0
622,3,2,2,1,2,1,2,2,1,1,0
623,3,2,2,1,2,1,1,2,1,1,0
624,7,4,1,1,2,1,2,2,1,1,0
625,3,2,2,1,3,1,1,2,1,1,0
626,2,1,2,1,3,1,1,2,1,1,0
627,4,2,3,1,3,1,1,2,1,1,1
628,7,4,1,1,2,1,2,2,1,1,1
629,3,2,2,1,3,1,1,2,1,1,0
630,7,3,1,1,3,1,2,2,1,1,0
631,2,1,2,1,2,1,1,2,1,1,0
632,7,3,1,1,2,1,1,2,1,1,0
633,3,3,2,1,2,1,2,2,1,1,0
634,3,2,2,1,1,1,1,2,1,1,0
635,7,2,1,1,3,1,1,2,1,1,0
636,5,4,3,2,3,1,2,2,1,1,1
637,4,2,3,1,2,1,2,2,1,1,0
638,3,2,2,1,2,1,1,2,1,1,0
639,2,1,2,1,3,1,1,2,1,1,0
640,3,3,2,1,2,1,1,2,1,1,1
641,7,3,1,2,2,1,2,2,1,1,0
642,2,1,2,1,3,1,1,2,1,1,0
643,3,3,2,1,3,1,2,2,1,1,0
644,4,4,3,1,3,1,1,2,1,1,0
645,5,4,3,2,2,1,2,2,1,1,0
646,4,2,3,2,3,2,2,2,1,1,0
647,3,3,2,1,3,1,1,2,1,1,1
648,7,3,1,1,2,1,2,2,1,1,0
649,3,4,2,1,2,1,2,2,1,1,0
650,3,2,2,1,2,1,2,2,1,1,0
651,3,4,3,1,2,1,2,2,1,1,0
652,2,1,2,1,2,1,2,2,1,1,0
653,4,4,3,2,3,1,1,2,1,1,0
654,3,2,2,1,3,1,1,2,1,1,0
655,2,1,2,1,3,1,1,2,1,1,0
656,7,3,1,1,2,1,2,2,1,1,0
657,3,4,2,1,3,1,2,2,1,1,0
658,4,2,3,1,2,1,2,2,1,1,0
659,3,2,2,1,2,1,2,2,1,1,0
660,2,1,3,1,3,1,2,2,1,1,0
661,4,4,3,2,3,3,2,2,1,1,1
662,4,2,2,1,3,1,1,2,1,1,1
663,2,1,2,1,3,1,1,2,1,1,0
664,4,2,2,1,3,1,1,2,1,1,0
665,7,4,1,1,2,1,2,2,1,1,0
666,2,1,2,1,1,1,2,2,1,1,0
667,3,4,2,1,2,1,2,2,1,1,0
668,4,4,3,1,2,1,2,2,1,1,1
669,3,2,2,1,1,1,1,2,1,1,0
670,3,2,2,1,1,1,1,2,1,1,0
671,7,4,1,1,2,1,2,2,1,1,0
672,3,2,2,1,2,1,2,2,1,1,0
673,4,3,2,2,3,1,2,2,1,1,1
674,2,1,2,2,3,1,1,2,1,1,0
675,3,3,2,1,3,1,1,2,1,1,0
676,2,1,2,1,3,1,1,2,1,1,0
677,2,1,2,1,3,1,1,2,1,1,0
678,7,3,1,1,2,1,2,2,1,1,0
679,4,4,3,2,2,1,2,2,1,1,1
680,7,2,1,1,2,1,1,2,1,1,0
681,4,2,2,1,2,1,1,2,1,1,0
682,7,2,1,1,2,1,1,2,1,1,0
683,7,3,1,1,2,1,1,1,1,1,0
684,7,3,1,1,3,1,2,2,1,1,0
685,4,6,3,2,3,2,2,2,1,1,1
686,2,1,2,1,2,1,1,2,1,1,0
687,2,1,3,1,2,1,1,2,1,1,0
688,2,1,2,1,2,1,1,2,1,1,0
689,7,3,1,1,2,1,1,1,1,1,0
690,2,1,2,1,3,1,1,2,1,1,0
691,7,3,1,1,2,1,1,1,1,1,1
692,4,6,3,1,3,1,2,2,1,1,1
693,2,1,2,1,1,1,1,2,1,1,0
694,2,1,2,1,3,1,1,2,1,1,0
695,7,3,1,1,2,1,1,1,1,1,0
696,3,3,2,2,3,3,1,2,1,1,1
697,2,1,2,1,3,1,1,2,1,1,0
698,4,2,2,1,2,1,1,2,1,1,0
699,4,6,3,2,3,1,2,2,1,1,1
700,2,1,2,1,3,1,1,2,1,1,0
701,7,3,1,1,2,1,1,1,1,1,0
702,3,3,2,1,3,1,1,2,1,1,0
703,2,1,2,1,3,1,1,2,1,1,0
704,4,2,2,1,3,1,1,2,1,1,0
705,3,2,2,1,3,1,1,2,1,1,0
706,4,2,2,1,3,1,1,2,1,1,0
707,4,6,3,2,2,1,2,2,1,1,1
708,4,4,3,1,3,1,1,2,1,1,0
709,7,3,1,1,2,1,1,1,1,1,0
710,3,3,2,2,2,2,1,2,1,1,0
711,4,2,2,1,2,1,1,2,1,1,0
712,2,1,2,1,2,1,1,2,1,1,0
713,2,1,2,1,2,1,1,2,1,1,0
714,2,1,2,1,3,1,1,2,1,1,1
715,2,1,2,1,3,1,1,2,1,1,0
716,4,3,2,1,2,1,1,2,1,1,1
717,4,4,3,2,2,3,2,2,1,1,0
718,4,3,2,1,3,1,1,2,1,1,1
719,4,4,3,1,2,1,2,2,1,1,0
720,3,3,2,1,3,1,1,2,1,1,0
721,7,2,1,1,3,1,1,2,1,1,0
722,3,2,2,1,3,1,1,2,1,1,0
723,2,1,2,1,2,1,1,2,1,1,0
724,2,1,2,1,3,1,1,2,1,1,0
725,4,4,3,1,3,1,1,2,1,1,0
726,7,3,1,1,2,1,1,1,1,1,0
727,3,2,2,1,3,1,1,2,1,1,1
728,7,4,1,1,1,1,2,2,1,1,0
729,7,3,1,1,1,1,1,2,1,1,0
730,4,4,3,1,3,1,2,2,1,1,0
731,7,3,1,1,1,1,1,2,1,1,0
732,3,3,2,1,2,1,1,2,1,1,0
733,4,2,2,1,2,1,1,2,1,1,1
734,4,3,3,2,3,1,1,2,1,1,0
735,4,4,4,2,3,1,2,2,1,1,0
736,7,3,1,1,3,1,1,1,1,1,0
737,4,2,2,1,2,1,1,2,1,1,0
738,3,4,2,1,3,1,1,2,1,1,0
739,4,2,2,1,3,1,1,2,1,1,0
740,7,3,1,1,3,1,1,2,1,1,0
741,7,3,1,1,2,1,1,1,1,1,0
742,2,1,2,1,2,1,1,2,1,1,0
743,5,4,3,1,3,1,2,2,1,1,1
744,4,3,2,1,3,1,1,2,1,1,0
745,7,3,1,1,3,1,1,2,1,1,0
746,7,2,1,1,1,1,1,2,1,1,0
747,4,4,2,1,1,1,2,2,1,1,0
748,4,4,3,1,2,1,2,2,1,1,0
749,7,3,1,1,2,1,1,1,1,1,0
750,3,2,2,2,2,1,1,2,1,1,0
751,3,2,2,1,3,1,1,2,1,1,0
752,4,3,3,1,3,1,1,2,1,1,1
753,7,2,1,1,2,1,1,1,1,1,0
754,7,2,1,1,2,1,1,2,1,1,0
755,5,4,4,1,3,1,2,2,1,1,0
756,4,4,2,1,3,1,1,2,1,1,0
757,3,3,2,1,3,1,1,2,1,1,0
758,7,3,1,2,2,1,1,2,1,1,0
759,4,2,2,1,3,1,2,2,1,1,0
760,3,3,2,1,2,1,2,2,1,1,0
761,7,5,1,1,2,1,1,1,1,1,0
762,3,2,2,1,3,1,1,2,1,1,0
763,4,3,3,1,3,1,2,2,1,1,1
764,3,2,2,1,3,1,1,2,1,1,1
765,7,2,1,1,3,1,1,2,1,1,0
766,7,3,1,1,2,1,2,1,1,1,0
767,7,3,1,1,2,1,1,1,1,1,0
768,4,4,2,1,1,1,2,2,1,1,0
769,4,3,3,1,3,1,1,2,1,1,0
770,7,3,1,1,3,1,1,2,1,1,0
771,3,2,3,1,3,1,2,2,1,1,0
772,4,2,3,1,3,1,2,2,1,1,0
773,7,4,1,1,2,1,1,1,1,1,0
774,2,1,2,1,2,1,1,2,1,1,0
775,5,4,3,2,3,1,2,2,1,1,1
776,4,2,2,1,3,1,1,2,1,1,1
777,7,5,1,1,3,1,2,1,1,1,0
778,4,4,3,1,2,1,1,2,1,1,0
779,4,2,2,1,3,1,1,2,1,1,0
780,2,1,2,1,3,1,1,2,1,1,0
781,4,3,3,1,3,1,2,2,1,1,0
782,7,3,1,1,2,1,1,2,1,1,0
783,4,4,3,1,3,1,2,2,1,1,0
784,3,2,2,1,3,1,1,2,1,1,0
785,4,2,2,1,2,1,2,2,1,1,0
786,7,3,1,1,3,1,1,1,1,1,0
787,4,2,2,1,3,1,1,2,1,1,0
788,5,4,3,2,2,1,2,2,1,1,1
789,4,4,3,2,3,3,1,2,1,1,1
790,2,1,2,1,2,1,1,2,1,1,0
791,7,4,1,1,3,1,2,1,1,1,0
792,4,4,3,1,3,1,2,2,1,1,1
793,3,2,2,1,2,1,1,2,1,1,0
794,4,3,2,1,1,1,2,2,1,1,0
795,7,3,1,1,2,1,1,2,1,1,0
796,4,2,2,1,1,1,2,2,1,1,0
797,3,2,2,1,2,1,1,2,1,1,0
798,2,1,2,1,2,1,2,2,1,1,0
799,7,3,1,1,3,1,1,1,1,1,0
800,3,2,2,1,2,1,1,2,1,1,0
801,5,4,2,2,2,1,2,2,1,1,1
802,5,4,3,1,3,1,2,2,1,1,0
803,7,4,1,1,3,1,2,1,1,1,0
804,4,4,3,2,3,1,2,2,1,1,1
805,3,2,2,1,3,1,1,2,1,1,0
806,4,3,2,1,2,1,2,2,1,1,0
807,7,3,1,1,2,1,1,2,1,1,0
808,4,2,2,1,3,1,2,2,1,1,0
809,7,3,1,1,2,1,1,1,1,1,0
810,3,4,2,1,1,1,1,2,1,1,0
811,5,4,3,1,2,1,2,2,1,1,0
812,5,4,4,2,2,1,2,2,1,1,0
813,7,4,1,1,2,1,2,1,1,1,0
814,4,4,4,2,2,3,2,2,1,1,0
815,5,3,3,1,2,1,2,2,1,1,0
816,7,2,1,1,2,1,1,1,1,1,0
817,7,3,1,1,3,1,1,2,1,1,0
818,4,4,3,1,3,1,2,2,1,1,1
819,7,3,1,1,3,1,1,1,1,1,0
820,5,4,2,2,3,1,2,2,1,1,0
821,5,4,2,1,2,1,2,2,1,1,1
822,3,4,2,1,2,1,2,2,1,1,0
823,4,4,4,1,2,1,2,2,1,1,0
824,5,3,3,1,3,1,2,2,1,1,1
825,7,2,1,1,3,1,1,1,1,1,0
826,4,2,3,1,3,1,1,2,1,1,1
827,7,3,1,1,3,1,1,1,1,1,0
828,7,3,1,1,3,1,2,1,1,1,0
829,4,3,3,1,3,1,2,2,1,1,0
830,7,3,1,1,2,1,1,1,1,1,0
831,7,4,1,1,2,1,2,2,1,1,0
832,6,4,3,1,2,1,2,2,1,1,1
833,3,4,2,1,3,1,2,2,1,1,0
834,3,4,3,1,2,1,2,2,1,1,0
835,5,4,3,1,3,1,2,2,1,1,0
836,7,3,1,1,2,1,1,1,1,1,1
837,4,2,3,2,3,1,2,2,1,1,1
838,7,3,1,1,2,1,2,1,1,1,0
839,2,1,2,1,3,1,1,2,1,1,0
840,4,3,2,1,1,3,2,2,1,1,0
841,7,3,1,1,2,1,1,1,1,1,0
842,6,4,3,2,2,1,2,2,1,1,1
843,3,2,2,1,2,1,2,2,1,1,0
844,5,4,3,2,3,3,2,2,1,1,1
845,7,3,1,1,3,1,1,1,1,1,0
846,3,4,3,1,2,1,2,2,1,1,0
847,7,3,1,1,2,1,2,1,1,1,0
848,4,2,3,1,3,1,1,2,1,1,0
849,3,2,2,1,3,1,1,2,1,1,0
850,7,3,1,1,2,1,1,1,1,1,0
851,6,4,3,2,2,1,2,2,1,1,0
852,3,2,2,1,2,1,2,2,1,1,0
853,7,3,1,1,3,1,2,2,1,1,1
854,5,4,3,1,3,1,2,2,1,1,0
855,7,3,1,2,2,1,1,1,1,1,1
856,3,4,3,2,3,1,2,2,1,1,0
857,7,3,1,1,2,1,2,1,1,1,0
858,4,2,3,1,3,1,2,2,1,1,0
859,3,2,2,1,3,1,1,2,1,1,0
860,7,3,1,1,2,1,1,1,1,1,0
861,6,4,3,1,1,1,2,2,1,1,0
862,7,2,1,1,1,1,2,2,1,1,0
863,7,3,1,2,3,1,2,2,1,1,0
864,5,3,3,2,2,1,2,2,1,1,1
865,7,3,1,1,3,1,1,1,1,1,0
866,4,2,3,1,2,1,2,2,1,1,0
867,7,2,1,1,2,1,2,1,1,1,0
868,4,4,2,1,2,1,2,2,1,1,0
869,7,2,1,1,1,1,1,2,1,1,0
870,2,1,2,1,2,1,1,2,1,1,0
871,7,3,1,1,2,1,2,1,1,1,0
872,7,3,1,1,2,1,2,2,1,1,0
873,5,3,3,2,2,1,2,2,1,1,0
874,3,3,2,2,2,1,1,2,1,1,0
875,3,2,2,1,1,1,2,2,1,1,0
876,7,3,1,1,2,1,2,1,1,1,0
877,2,1,2,1,3,1,1,2,1,1,0
878,7,3,1,1,3,1,1,1,1,1,0
879,7,3,1,1,2,1,2,2,1,1,0
880,4,4,3,2,2,1,2,2,1,1,1
881,7,3,1,1,2,1,1,2,1,1,0
882,2,1,2,1,2,1,2,2,1,1,0
883,7,3,1,1,2,1,2,1,1,1,0
884,3,2,2,1,3,1,1,2,1,1,0
885,4,3,2,2,3,1,2,2,1,1,0
886,4,5,2,1,3,1,1,2,1,1,0
887,4,2,2,1,3,1,1,2,1,1,0
888,3,3,2,1,2,1,1,2,1,1,0
889,7,3,1,1,2,1,2,2,1,1,0
890,4,4,3,1,2,1,2,2,1,1,0
891,7,3,1,1,2,1,1,2,1,1,0
892,7,2,1,1,2,1,2,1,1,1,0
893,3,3,2,1,3,1,2,2,1,1,0
894,3,3,3,1,3,1,1,2,1,1,0
895,7,2,1,1,2,1,1,2,1,1,0
896,3,3,2,1,3,1,1,2,1,1,0
897,7,3,1,1,2,1,2,2,1,1,0
898,4,4,2,1,3,1,2,2,1,1,0
899,7,3,1,1,2,1,1,2,1,1,0
900,7,2,1,1,3,1,2,1,1,1,0
901,2,1,2,1,3,1,1,2,1,1,0
902,3,3,2,1,2,1,2,2,1,1,1
903,3,3,2,1,2,1,1,2,1,1,0
904,3,2,2,1,3,1,1,2,1,1,0
905,3,3,2,1,1,1,1,2,1,1,0
906,2,1,2,1,3,1,1,2,1,1,0
907,3,3,2,1,2,1,1,2,1,1,1
908,4,4,3,1,3,1,2,2,1,1,1
909,7,3,1,1,2,1,1,2,1,1,0
910,7,3,1,1,3,1,2,1,1,1,0
911,3,3,2,1,3,1,1,2,1,1,1
912,3,3,2,1,3,1,2,2,1,1,1
913,7,3,1,1,3,1,1,2,1,1,1
914,3,2,2,1,2,1,1,2,1,1,0
915,4,3,2,1,3,1,1,2,1,1,0
916,7,3,1,2,3,1,1,2,1,1,0
917,7,3,1,1,3,1,1,2,1,1,0
918,4,4,2,1,2,1,2,2,1,1,1
919,7,3,1,1,2,1,1,2,1,1,0
920,7,3,1,1,2,1,2,1,1,1,0
921,4,3,3,1,3,1,1,2,1,1,0
922,4,4,3,2,2,1,2,2,1,1,1
923,6,3,2,2,2,1,1,2,1,1,0
924,7,2,1,1,2,1,1,2,1,1,0
925,3,2,3,1,2,1,1,2,1,1,1
926,7,3,1,1,2,1,1,2,1,1,0
927,7,3,1,1,2,1,1,2,1,1,0
928,4,4,2,1,3,1,2,2,1,1,0
929,4,4,3,2,2,1,2,2,1,1,1
930,4,3,2,2,2,3,2,2,1,1,0
931,6,5,2,1,2,1,1,2,1,1,0
932,3,2,2,1,3,1,1,2,1,1,0
933,4,2,3,1,3,1,1,2,1,1,0
